question,label
울산 내일 마스크 써야 하니,S-LOCATION S-DATE O O O
마스크 쓰기 싫은데,O O O
전주 마스크 쓸까,S-LOCATION O O
마스크 써야 하니,O O O
다음 주 마스크 쓰기 싫어,B-DATE E-DATE O O O
다음 주 마스크 쓰기 싫어,B-DATE E-DATE O O O
광주 미세먼지 마스크 쓸까,S-LOCATION O O O
모레 전북 마스크 써야 하니,S-DATE S-LOCATION O O O
마스크 쓸까,O O
모레 미세먼지 마스크 써야 하니,S-DATE O O O O
마스크 챙길까 말까,O O O
양주 마스크 챙길까,S-LOCATION O O
울산 마스크 챙길까 고민 돼,S-LOCATION O O O O
이천 마스크 챙겨야 하니,S-LOCATION O O O
공기 미세먼지 좋니,O O O
광주 미세먼지 마스크 쓸까,S-LOCATION O O O
모레 전북 마스크 써야 하니,S-DATE S-LOCATION O O O
마스크 쓸까,O O
광주 미세먼지 마스크 쓸까,S-LOCATION O O O
모레 전북 마스크 써야 하니,S-DATE S-LOCATION O O O
마스크 쓸까,O O
모레 미세먼지 마스크 써야 하니,S-DATE O O O O
마스크 챙길까 말까,O O O
양주 마스크 챙길까,S-LOCATION O O
울산 마스크 챙길까 고민 돼,S-LOCATION O O O O
이천 마스크 챙겨야 하니,S-LOCATION O O O
공기 미세먼지 좋니,O O O
광주 미세먼지 마스크 쓸까,S-LOCATION O O O
모레 전북 마스크 써야 하니,S-DATE S-LOCATION O O O
마스크 쓸까,O O
모레 미세먼지 마스크 써야 하니,S-DATE O O O O
마스크 챙길까 말까,O O O
양주 마스크 챙길까,S-LOCATION O O
울산 마스크 챙길까 고민 돼,S-LOCATION O O O O
이천 마스크 챙겨야 하니,S-LOCATION O O O
공기 미세먼지 좋니,O O O
모레 미세먼지 마스크 써야 하니,S-DATE O O O O
고창 마스크 챙길까 말까,S-LOCATION O O O
남원 마스크 챙길까,S-LOCATION O O
완주 마스크 챙길까 고민 돼,S-LOCATION O O O O
오산 마스크 챙겨야 하니,S-LOCATION O O O
공기 미세먼지 좋니,O O O
이천 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
서산 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
완주 오늘 미세먼지 어때,S-LOCATION S-DATE O O
다음 주 전주 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O
이번 주 대구 미세먼지 많이 부는지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이천 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
서산 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
완주 오늘 미세먼지 어때,S-LOCATION S-DATE O O
다음 주 전주 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O
이번 주 대구 미세먼지 많이 부는지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이천 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
서산 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
완주 오늘 미세먼지 어때,S-LOCATION S-DATE O O
다음 주 전주 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O
이번 주 대구 미세먼지 많이 부는지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
전라북도 초미세먼지 어떤지 알려줄래,S-LOCATION O O O
전라북도 미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O
충청북도 미세먼지 심할지 알려줄래,S-LOCATION O O O
충청도 미세먼지 심할지 알아봐줘,S-LOCATION O O O
전라남도 초미세먼지 심할지 알고싶어,S-LOCATION O O O
경기도 초미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
강원도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O
전라도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
전라남도 먼지 말해 주라,S-LOCATION O O O
전라남도 초미세먼지 어떤지 알려줄래,S-LOCATION O O O
서울 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O
경상북도 초미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O
경기도 초미세먼지 어떤지 알려주세요,S-LOCATION O O O
강원도 초미세먼지 심할지 말해 주세요,S-LOCATION O O O O
경상도 초미세먼지 어떤지 알아봐줘,S-LOCATION O O O
경기도 먼지 말해 주라,S-LOCATION O O O
충청도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
충청도 먼지 말해 줘,S-LOCATION O O O
충청북도 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
경상북도 먼지 말해 주라,S-LOCATION O O O
제주도 미세먼지 심할지 알려주라,S-LOCATION O O O
전라북도 미세먼지 알려줘,S-LOCATION O O
전라남도 미세먼지 어떤지 말해 줘,S-LOCATION O O O O
경상북도 먼지 부탁 합니다,S-LOCATION O O O
강원도 초미세먼지 어떤지 알려주세요,S-LOCATION O O O
제주도 초미세먼지 어떤지 알려주라,S-LOCATION O O O
충청도 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
충청남도 먼지 말해 줘봐,S-LOCATION O O O
제주도 미세먼지 심할지 알려줄래,S-LOCATION O O O
전라남도 초미세먼지 심할지 말해 주라,S-LOCATION O O O O
충청남도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
강원도 먼지 부탁 합니다,S-LOCATION O O O
서울 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
강원도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
경상남도 미세먼지 심할지 알아봐줘,S-LOCATION O O O
충청남도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
전라남도 미세먼지 알려주라,S-LOCATION O O
충청도 초미세먼지 어떤지 알려주라,S-LOCATION O O O
충청남도 미세먼지 심할지 알아봐줘,S-LOCATION O O O
경상북도 초미세먼지 어떤지 알려줘,S-LOCATION O O O
경상남도 미세먼지 심할지 알려줄래,S-LOCATION O O O
경상북도 미세먼지 어떤지 알려줘,S-LOCATION O O O
충청도 초미세먼지 심할지 말해 주세요,S-LOCATION O O O O
경상북도 미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O
충청남도 미세먼지 알려줄 수 있니,S-LOCATION O O O O
전라북도 미세먼지 어떤지 말해 줘,S-LOCATION O O O O
전라남도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
제주도 미세먼지 심할지 부탁 해,S-LOCATION O O O O
충청도 초미세먼지 심할지 알아봐줘,S-LOCATION O O O
전라남도 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O
강원도 초미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
서울 미세먼지 알려주라,S-LOCATION O O
전라도 초미세먼지 어떤지 알려줄래,S-LOCATION O O O
충청남도 미세먼지 심할지 부탁 해,S-LOCATION O O O O
전라남도 초미세먼지 심할지 알려줄래,S-LOCATION O O O
충청남도 미세먼지 알려주라,S-LOCATION O O
경상도 미세먼지 심할지 알고싶어,S-LOCATION O O O
경상북도 미세먼지 심할지 말해 줘,S-LOCATION O O O O
충청도 오존 어떤지 말해 줘봐,S-LOCATION O O O O
경상북도 오존 심할지 알 수 있을까,S-LOCATION O O O O O
경상도 오존 어떤지 부탁 해,S-LOCATION O O O O
전라도 미세먼지 심할지 말해 줘,S-LOCATION O O O O
전라도 오존 어떤지 말해 주세요,S-LOCATION O O O O
경상도 오존 어떤지 알려주라,S-LOCATION O O O
충청도 오존 심할지 말해 줘,S-LOCATION O O O O
서울 오존 어떤지 알고싶어,S-LOCATION O O O
전라남도 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
전라북도 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
서울 오존 어떤지 알려줄래,S-LOCATION O O O
충청북도 오존 심할지 말해 주세요,S-LOCATION O O O O
경상남도 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
경상남도 미세먼지 심할지 말해 줘,S-LOCATION O O O O
경상북도 미세먼지 어떤지 알고싶어,S-LOCATION O O O
제주도 오존 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
충청북도 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
전라북도 미세먼지 알려줄 수 있니,S-LOCATION O O O O
제주도 오존 어떤지 알려줘,S-LOCATION O O O
충청도 오존 심할지 말해 주라,S-LOCATION O O O O
전라북도 미세먼지 심할지 알려줘,S-LOCATION O O O
충청북도 오존 심할지 부탁 합니다,S-LOCATION O O O O
충청남도 오존 어떤지 알려주라,S-LOCATION O O O
서울 오존 심할지 알려주세요,S-LOCATION O O O
경상도 미세먼지 어떤지 부탁 해,S-LOCATION O O O O
경기도 오존 어떤지 알려주라,S-LOCATION O O O
경기도 오존 심할지 부탁 합니다,S-LOCATION O O O O
경상도 먼지 말해 줘봐,S-LOCATION O O O
전라북도 오존 어떤지 알고싶어,S-LOCATION O O O
전라북도 오존 어떤지 말해 주세요,S-LOCATION O O O O
경상북도 미세먼지 심할지 알고싶어,S-LOCATION O O O
강원도 미세먼지 어떤지 알려줘,S-LOCATION O O O
충청북도 미세먼지 알려줄 수 있니,S-LOCATION O O O O
전라북도 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
경상남도 오존 어떤지 알려주라,S-LOCATION O O O
충청도 오존 어떤지 부탁 해,S-LOCATION O O O O
전라북도 먼지 말해 주세요,S-LOCATION O O O
강원도 미세먼지 심할지 알려주세요,S-LOCATION O O O
그니까 용산 미세먼지 어떤지 알려주세요,O S-LOCATION O O O
그니까 의성 미세먼지 심할지 알 수 있을까,O S-LOCATION O O O O O
그니까 화천 오존 어떤지 말해 줘,O S-LOCATION O O O O
그니까 영월 미세먼지 어떤지 말해 줘,O S-LOCATION O O O O
그니까 단양 오존 어떤지 말해 주세요,O S-LOCATION O O O O
아니 거창 미세먼지 어떤지 알려줄 수 있니,O S-LOCATION O O O O O
아니 포항 오존 심할지 알려줘,O S-LOCATION O O O
아니 공주 미세먼지 어떤지 알 수 있을까,O S-LOCATION O O O O O
아니 금산 오존 심할지 말해 주라,O S-LOCATION O O O O
아니 이천 미세먼지 알려주라,O S-LOCATION O O
아니 수원 미세먼지 심할지 알 수 있을까,O S-LOCATION O O O O O
ㅇㅇ 나주 먼지 말해 줘,O S-LOCATION O O O
ㅇㅇ 양주 오존 어떤지 부탁 합니다,O S-LOCATION O O O O
ㅇㅇ 봉화 오존 어떤지 알고싶어,O S-LOCATION O O O
ㅇㅇ 포항 먼지 말해 주세요,O S-LOCATION O O O
ㅇㅇ 성주 오존 심할지 말해 주라,O S-LOCATION O O O O
ㅇㅇ 하동 미세먼지 어떤지 부탁 합니다,O S-LOCATION O O O O
그래 통영 오존 어떤지 알려줄래,O S-LOCATION O O O
그래 영주 오존 어떤지 알고싶어,O S-LOCATION O O O
그래 금산 미세먼지 심할지 알려주세요,O S-LOCATION O O O
그래 계룡 미세먼지 심할지 알고싶어,O S-LOCATION O O O
그래 신안 오존 어떤지 말해 줄 수 있니,O S-LOCATION O O O O O O
그럼 봉화 미세먼지 어떤지 말해 줘,O S-LOCATION O O O O
그럼 부안 미세먼지 심할지 말해 줄 수 있니,O S-LOCATION O O O O O O
그럼 논산 오존 심할지 말해 줘,O S-LOCATION O O O O
그럼 인제 미세먼지 심할지 부탁 해,O S-LOCATION O O O O
그럼 울진 미세먼지 어떤지 부탁 합니다,O S-LOCATION O O O O
그럼 부천 오존 어떤지 알고싶어,O S-LOCATION O O O
그러면 가평 미세먼지 어떤지 부탁 합니다,O S-LOCATION O O O O
그러면 태안 오존 어떤지 알려줘,O S-LOCATION O O O
그러면 남양주 미세먼지 심할지 말해 주세요,O S-LOCATION O O O O
그러면 여수 미세먼지 어떤지 말해 주세요,O S-LOCATION O O O O
그러면 인제 미세먼지 심할지 말해 줄 수 있니,O S-LOCATION O O O O O O
그러면 청양 오존 어떤지 알려줄 수 있니,O S-LOCATION O O O O O
그러면 광명 미세먼지 어떤지 말해 줘,O S-LOCATION O O O O
서울 오존 심할지 알려줄래,S-LOCATION O O O
전라도 미세먼지 심할지 부탁 해,S-LOCATION O O O O
전라남도 오존 어떤지 말해 줘봐,S-LOCATION O O O O
전라남도 미세먼지 어떤지 알려줄래,S-LOCATION O O O
경상남도 오존 심할지 알려줘,S-LOCATION O O O
경기도 미세먼지 알려주라,S-LOCATION O O
제주도 오존 심할지 말해 줘봐,S-LOCATION O O O O
경상남도 미세먼지 알아봐줘,S-LOCATION O O
서울 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
충청북도 오존 어떤지 알고싶어,S-LOCATION O O O
경기도 미세먼지 심할지 알고싶어,S-LOCATION O O O
서울 오존 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
서울 미세먼지 심할지 부탁 해,S-LOCATION O O O O
경상북도 오존 심할지 알려줘,S-LOCATION O O O
충청도 오존 심할지 알 수 있을까,S-LOCATION O O O O O
제주도 미세먼지 어떤지 알려줄래,S-LOCATION O O O
경상남도 미세먼지 심할지 알고싶어,S-LOCATION O O O
충청도 오존 어떤지 알려주세요,S-LOCATION O O O
경기도 오존 심할지 말해 주세요,S-LOCATION O O O O
경기도 미세먼지 어떤지 알고싶어,S-LOCATION O O O
경상북도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
강원도 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O
제주도 미세먼지 알려줄래,S-LOCATION O O
전라도 미세먼지 알려줄래,S-LOCATION O O
전라남도 오존 어떤지 알려주라,S-LOCATION O O O
전라북도 오존 심할지 알아봐줘,S-LOCATION O O O
강원도 오존 어떤지 알려줄래,S-LOCATION O O O
충청남도 먼지 부탁 합니다,S-LOCATION O O O
경상도 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
충청남도 오존 어떤지 말해 주세요,S-LOCATION O O O O
경상도 미세먼지 어떤지 말해 줘,S-LOCATION O O O O
충청북도 오존 심할지 알려줘,S-LOCATION O O O
충청북도 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
충청남도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O
충청남도 오존 어떤지 알려주세요,S-LOCATION O O O
전라도 오존 심할지 말해 주라,S-LOCATION O O O O
전라남도 미세먼지 심할지 알려주세요,S-LOCATION O O O
강원도 오존 심할지 부탁 해,S-LOCATION O O O O
전라도 오존 심할지 알아봐줘,S-LOCATION O O O
전라북도 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
강원도 오존 심할지 알고싶어,S-LOCATION O O O
충청도 미세먼지 심할지 말해 주라,S-LOCATION O O O O
경상도 미세먼지 어떤지 알려주라,S-LOCATION O O O
강원도 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O
경상도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O
경기도 오존 어떤지 말해 줘봐,S-LOCATION O O O O
강원도 먼지 말해 줘,S-LOCATION O O O
충청남도 오존 심할지 알고싶어,S-LOCATION O O O
전라남도 오존 어떤지 말해 줘,S-LOCATION O O O O
강원도 미세먼지 알려줄래,S-LOCATION O O
경상남도 오존 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
경상남도 미세먼지 알려줄래,S-LOCATION O O
전라북도 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O
전라북도 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
충청남도 오존 심할지 말해 주라,S-LOCATION O O O O
강원도 먼지 말해 주세요,S-LOCATION O O O
경상도 먼지 말해 주세요,S-LOCATION O O O
경상남도 미세먼지 알려주세요,S-LOCATION O O
경상남도 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O
